0,0,99,0
0,0,385,1
0,0,231,1
0,0,501,1
0,0,139,0
0,0,113,1
0,0,209,0
0,0,212,0
0,0,103,0
0,0,97,0
0,0,666,0
0,0,375,0
0,0,80,0
0,0,3,0
0,0,3,0
0,0,375,0
0,0,77,0
0,0,702,1
0,0,666,0
0,0,556,0
0,0,109,1
0,0,424,1
0,0,139,0
0,0,11,1
0,0,201,0
0,0,3,0
0,0,633,0
0,0,375,0
0,0,230,1
0,0,139,0
0,0,233,0
0,0,14,0
0,0,233,1
0,0,358,0
0,0,504,0
0,0,57,1
0,0,375,0
0,0,150,0
0,0,286,0
0,0,504,1
0,0,504,0
0,0,375,0
0,0,15,0
0,0,212,1
0,0,273,1
0,0,150,0
0,0,62,0
0,0,313,1
0,0,32,1
0,0,97,1
0,0,212,0
0,0,89,0
0,0,617,1
0,0,666,0
0,0,286,0
0,0,139,1
0,0,57,0
0,0,20,0
0,0,212,0
0,0,11,1
0,0,76,0
0,0,3,1
0,0,666,0
0,0,142,0
0,0,154,0
0,0,186,0
0,0,139,0
0,0,458,1
0,0,29,0
0,0,135,0
0,0,50,0
0,0,0,1
0,0,633,1
0,0,124,1
0,0,246,0
0,0,112,1
0,0,139,1
0,0,336,0
0,0,198,0
0,0,139,1
0,0,747,0
0,0,654,0
0,0,411,0
0,0,31,0
0,0,17,0
0,0,747,0
0,0,630,1
0,0,76,0
0,0,17,1
0,0,198,0
0,0,76,0
0,0,206,0
0,0,654,0
0,0,212,0
0,0,391,0
0,0,329,1
0,0,3,0
0,0,109,0
0,0,198,0
0,0,654,0
0,0,113,0
0,0,233,1
0,0,109,0
0,0,191,0
0,0,655,0
0,0,75,0
0,0,42,0
0,0,336,0
0,0,199,0
0,0,253,1
0,0,427,1
0,0,246,0
0,0,655,0
0,0,89,1
0,0,336,0
0,0,336,1
0,0,89,1
0,0,70,1
0,0,40,1
0,0,89,0
0,0,65,0
0,0,89,1
0,0,89,1
0,0,10,0
0,0,89,0
0,0,3,0
0,0,89,0
0,0,417,1
0,0,89,0
0,0,171,0
0,0,42,0
0,0,103,1
0,0,684,1
0,0,135,0
0,0,106,1
0,0,702,1
0,0,681,0
0,0,518,0
0,0,135,0
0,0,89,0
0,0,358,1
0,0,89,1
0,0,199,1
0,0,137,1
0,0,10,1
0,0,514,1
0,0,89,0
0,0,514,0
0,0,514,1
0,0,7,0
0,0,80,0
0,0,424,0
0,0,89,1
0,0,51,0
0,0,633,0
0,0,4,0
0,0,65,0
0,0,198,0
0,0,124,1
0,0,124,0
0,0,375,0
0,0,705,0
0,0,344,0
0,0,186,1
0,0,159,0
0,0,375,0
0,0,633,0
0,0,124,1
0,0,106,0
0,0,17,1
0,0,412,0
0,0,619,1
0,0,113,1
0,0,28,1
0,0,154,0
0,0,252,1
0,0,252,1
0,0,238,0
0,0,3,0
0,0,220,0
0,0,154,0
0,0,3,0
0,0,171,1
0,0,244,0
0,0,246,0
0,0,135,0
0,0,667,0
